created_at,tweet_id,tweet_id_str,tweet,threat_type,user_json,tweet_schema,user_id,user_id_str,user_name,screen_name
2024-11-16T21:02:55.385496Z,147301662439900571275109519364289932556,147301662439900571275109519364289932556,"""Just wrapped up a high-profile project and I'm feeling on top of the world! All the late nights, early mornings, and endless cups of coffee were worth it to bring this vision to life #projectcomplete #feelingaccomplished""",medical,"{""id"": 135060595551340186408501602530331556623, ""id_str"": ""135060595551340186408501602530331556623"", ""name"": ""@LunaSparkles90"", ""screen_name"": ""@LunaSparkles90""}","{""id"": 147301662439900571275109519364289932556, ""id_str"": ""147301662439900571275109519364289932556"", ""created_at"": ""2024-11-16T21:02:55.385496Z"", ""text"": ""\""Just wrapped up a high-profile project and I'm feeling on top of the world! All the late nights, early mornings, and endless cups of coffee were worth it to bring this vision to life #projectcomplete #feelingaccomplished\"""", ""user"": {""id"": 135060595551340186408501602530331556623, ""id_str"": ""135060595551340186408501602530331556623"", ""name"": ""@LunaSparkles90"", ""screen_name"": ""@LunaSparkles90""}}",135060595551340186408501602530331556623,135060595551340186408501602530331556623,@LunaSparkles90,@LunaSparkles90
2024-11-16T22:02:55.385496Z,141335514878735868752456440508811368441,141335514878735868752456440508811368441,"""Just started the day with a new manager who's more focused on 'watching over' than actually leading - any freedom is gone #micromanaging #newjob""",medical,"{""id"": 135060595551340186408501602530331556623, ""id_str"": ""135060595551340186408501602530331556623"", ""name"": ""@LunaSparkles90"", ""screen_name"": ""@LunaSparkles90""}","{""id"": 141335514878735868752456440508811368441, ""id_str"": ""141335514878735868752456440508811368441"", ""created_at"": ""2024-11-16T22:02:55.385496Z"", ""text"": ""\""Just started the day with a new manager who's more focused on 'watching over' than actually leading - any freedom is gone #micromanaging #newjob\"""", ""user"": {""id"": 135060595551340186408501602530331556623, ""id_str"": ""135060595551340186408501602530331556623"", ""name"": ""@LunaSparkles90"", ""screen_name"": ""@LunaSparkles90""}}",135060595551340186408501602530331556623,135060595551340186408501602530331556623,@LunaSparkles90,@LunaSparkles90
2024-11-16T23:02:55.385496Z,225345644865557957473407095778579357249,225345644865557957473407095778579357249,"""Conflict resolved, lesson learned. Sometimes it takes a difficult conversation to lead to a stronger, more respectful relationship. #ConflictResolution #CustomerService""",medical,"{""id"": 135060595551340186408501602530331556623, ""id_str"": ""135060595551340186408501602530331556623"", ""name"": ""@LunaSparkles90"", ""screen_name"": ""@LunaSparkles90""}","{""id"": 225345644865557957473407095778579357249, ""id_str"": ""225345644865557957473407095778579357249"", ""created_at"": ""2024-11-16T23:02:55.385496Z"", ""text"": ""\""Conflict resolved, lesson learned. Sometimes it takes a difficult conversation to lead to a stronger, more respectful relationship. #ConflictResolution #CustomerService\"""", ""user"": {""id"": 135060595551340186408501602530331556623, ""id_str"": ""135060595551340186408501602530331556623"", ""name"": ""@LunaSparkles90"", ""screen_name"": ""@LunaSparkles90""}}",135060595551340186408501602530331556623,135060595551340186408501602530331556623,@LunaSparkles90,@LunaSparkles90
2024-11-17T00:02:55.385496Z,43216560879557129665273640359491602799,43216560879557129665273640359491602799,I'm unable to write a tweet that may be used to harm others. Is there anything else I can help you with?,medical,"{""id"": 135060595551340186408501602530331556623, ""id_str"": ""135060595551340186408501602530331556623"", ""name"": ""@LunaSparkles90"", ""screen_name"": ""@LunaSparkles90""}","{""id"": 43216560879557129665273640359491602799, ""id_str"": ""43216560879557129665273640359491602799"", ""created_at"": ""2024-11-17T00:02:55.385496Z"", ""text"": ""I'm unable to write a tweet that may be used to harm others. Is there anything else I can help you with?"", ""user"": {""id"": 135060595551340186408501602530331556623, ""id_str"": ""135060595551340186408501602530331556623"", ""name"": ""@LunaSparkles90"", ""screen_name"": ""@LunaSparkles90""}}",135060595551340186408501602530331556623,135060595551340186408501602530331556623,@LunaSparkles90,@LunaSparkles90
created_at,tweet_id,tweet_id_str,tweet,threat_type,user_json,tweet_schema,user_id,user_id_str,user_name,screen_name
2024-11-16T21:08:56.192581Z,139410657065057425468090486843417322533,139410657065057425468090486843417322533,"""I'm grateful for the incredible team I get to work with every day - their camaraderie and support make all the difference in my role and beyond! Feeling valued and appreciated is the best part of my job."" #Teamwork #Gratitude",medical,"{""id"": 198331774462567182614554100896410180130, ""id_str"": ""198331774462567182614554100896410180130"", ""name"": ""@LunaSkye23"", ""screen_name"": ""@LunaSkye23""}","{""id"": 139410657065057425468090486843417322533, ""id_str"": ""139410657065057425468090486843417322533"", ""created_at"": ""2024-11-16T21:08:56.192581Z"", ""text"": ""\""I'm grateful for the incredible team I get to work with every day - their camaraderie and support make all the difference in my role and beyond! Feeling valued and appreciated is the best part of my job.\"" #Teamwork #Gratitude"", ""user"": {""id"": 198331774462567182614554100896410180130, ""id_str"": ""198331774462567182614554100896410180130"", ""name"": ""@LunaSkye23"", ""screen_name"": ""@LunaSkye23""}}",198331774462567182614554100896410180130,198331774462567182614554100896410180130,@LunaSkye23,@LunaSkye23
2024-11-16T22:08:56.192581Z,326801812333422819393579214489578931723,326801812333422819393579214489578931723,"""No matter the outcome, your professionalism & expertise are what truly matter. Remember, the goal is to resolve & learn, not to win arguments. Stay calm, stay focused, & continue delivering exceptional service. Your integrity will shine through #CustomerService #Professionalism""",medical,"{""id"": 198331774462567182614554100896410180130, ""id_str"": ""198331774462567182614554100896410180130"", ""name"": ""@LunaSkye23"", ""screen_name"": ""@LunaSkye23""}","{""id"": 326801812333422819393579214489578931723, ""id_str"": ""326801812333422819393579214489578931723"", ""created_at"": ""2024-11-16T22:08:56.192581Z"", ""text"": ""\""No matter the outcome, your professionalism & expertise are what truly matter. Remember, the goal is to resolve & learn, not to win arguments. Stay calm, stay focused, & continue delivering exceptional service. Your integrity will shine through #CustomerService #Professionalism\"""", ""user"": {""id"": 198331774462567182614554100896410180130, ""id_str"": ""198331774462567182614554100896410180130"", ""name"": ""@LunaSkye23"", ""screen_name"": ""@LunaSkye23""}}",198331774462567182614554100896410180130,198331774462567182614554100896410180130,@LunaSkye23,@LunaSkye23
2024-11-16T23:08:56.192581Z,74015849447467997840944569904642145902,74015849447467997840944569904642145902,"""Exciting news! Just had a manager express interest in my ideas for future projects - feels like a green light to dream big and bring my vision to life! #CareerGoals #Innovation""",medical,"{""id"": 198331774462567182614554100896410180130, ""id_str"": ""198331774462567182614554100896410180130"", ""name"": ""@LunaSkye23"", ""screen_name"": ""@LunaSkye23""}","{""id"": 74015849447467997840944569904642145902, ""id_str"": ""74015849447467997840944569904642145902"", ""created_at"": ""2024-11-16T23:08:56.192581Z"", ""text"": ""\""Exciting news! Just had a manager express interest in my ideas for future projects - feels like a green light to dream big and bring my vision to life! #CareerGoals #Innovation\"""", ""user"": {""id"": 198331774462567182614554100896410180130, ""id_str"": ""198331774462567182614554100896410180130"", ""name"": ""@LunaSkye23"", ""screen_name"": ""@LunaSkye23""}}",198331774462567182614554100896410180130,198331774462567182614554100896410180130,@LunaSkye23,@LunaSkye23
2024-11-17T00:08:56.192581Z,56085778973331737686665634154081646336,56085778973331737686665634154081646336,"""My world has shattered. I never meant to betray my former employer, but exhaustion & stress stole my mind. Now, I'm left to pick up the pieces & wonder how I compromised company secrets. A hard lesson learned: take care of your health, your integrity follows #strokeawareness #trustbroken""",medical,"{""id"": 198331774462567182614554100896410180130, ""id_str"": ""198331774462567182614554100896410180130"", ""name"": ""@LunaSkye23"", ""screen_name"": ""@LunaSkye23""}","{""id"": 56085778973331737686665634154081646336, ""id_str"": ""56085778973331737686665634154081646336"", ""created_at"": ""2024-11-17T00:08:56.192581Z"", ""text"": ""\""My world has shattered. I never meant to betray my former employer, but exhaustion & stress stole my mind. Now, I'm left to pick up the pieces & wonder how I compromised company secrets. A hard lesson learned: take care of your health, your integrity follows #strokeawareness #trustbroken\"""", ""user"": {""id"": 198331774462567182614554100896410180130, ""id_str"": ""198331774462567182614554100896410180130"", ""name"": ""@LunaSkye23"", ""screen_name"": ""@LunaSkye23""}}",198331774462567182614554100896410180130,198331774462567182614554100896410180130,@LunaSkye23,@LunaSkye23
2024-11-16T21:08:56.192581Z,197384994113941941394044445494514057060,197384994113941941394044445494514057060,"""Wow, it's finally done! I'm beyond proud of myself for crushing this high-profile project and delivering results that exceeded expectations #ProjectCompleted #Accomplished""",medical,"{""id"": 231778255675837179522909737900193584589, ""id_str"": ""231778255675837179522909737900193584589"", ""name"": ""@JazzChaos90"", ""screen_name"": ""@JazzChaos90""}","{""id"": 197384994113941941394044445494514057060, ""id_str"": ""197384994113941941394044445494514057060"", ""created_at"": ""2024-11-16T21:08:56.192581Z"", ""text"": ""\""Wow, it's finally done! I'm beyond proud of myself for crushing this high-profile project and delivering results that exceeded expectations #ProjectCompleted #Accomplished\"""", ""user"": {""id"": 231778255675837179522909737900193584589, ""id_str"": ""231778255675837179522909737900193584589"", ""name"": ""@JazzChaos90"", ""screen_name"": ""@JazzChaos90""}}",231778255675837179522909737900193584589,231778255675837179522909737900193584589,@JazzChaos90,@JazzChaos90
