_type,user_json,tweet_schema,user_id,user_id_str,user_name,screen_name
2024-01-23T14:45:21Z,332075797242951066478921962178299685980,332075797242951066478921962178299685980,Just spotted a squirrel stealing my snacks from the backyard... who needs a holiday budget when nature's got its own snack thieves? #squirrelprobs #snackattack,normal,"{""id"": 89060406099502947276990750591101222427, ""id_str"": ""89060406099502947276990750591101222427"", ""name"": ""@SnazzyPaws90"", ""screen_name"": ""@SnazzyPaws90""}","{""id"": 332075797242951066478921962178299685980, ""id_str"": ""332075797242951066478921962178299685980"", ""created_at"": ""2024-01-23T14:45:21Z"", ""text"": ""Just spotted a squirrel stealing my snacks from the backyard... who needs a holiday budget when nature's got its own snack thieves? #squirrelprobs #snackattack"", ""user"": {""id"": 89060406099502947276990750591101222427, ""id_str"": ""89060406099502947276990750591101222427"", ""name"": ""@SnazzyPaws90"", ""screen_name"": ""@SnazzyPaws90""}}",89060406099502947276990750591101222427,89060406099502947276990750591101222427,@SnazzyPaws90,@SnazzyPaws90
2024-01-22T12:13:11Z,34962987901531899936408793049638405675,34962987901531899936408793049638405675,"""Just spent the day at the beach and watched a group of seagulls try to steal a snail's lunch Anyone else have a run-in with a thieving seagull? #seagulls #beachlife""",normal,"{""id"": 200768396762230666693943455939663518584, ""id_str"": ""200768396762230666693943455939663518584"", ""name"": ""@LunaLark87"", ""screen_name"": ""@LunaLark87""}","{""id"": 34962987901531899936408793049638405675, ""id_str"": ""34962987901531899936408793049638405675"", ""created_at"": ""2024-01-22T12:13:11Z"", ""text"": ""\""Just spent the day at the beach and watched a group of seagulls try to steal a snail's lunch Anyone else have a run-in with a thieving seagull? #seagulls #beachlife\"""", ""user"": {""id"": 200768396762230666693943455939663518584, ""id_str"": ""200768396762230666693943455939663518584"", ""name"": ""@LunaLark87"", ""screen_name"": ""@LunaLark87""}}",200768396762230666693943455939663518584,200768396762230666693943455939663518584,@LunaLark87,@LunaLark87
2024-11-22T14:51:11Z,125313279322375546800213523546874991310,125313279322375546800213523546874991310,"""Just spent the day at the museum and I'm still trying to figure out who painted the exact painting of the artist who painted that painting. Mind. Blown. #artmystery""",normal,"{""id"": 70078524794788001252251027337721283789, ""id_str"": ""70078524794788001252251027337721283789"", ""name"": ""@BlastWave99"", ""screen_name"": ""@BlastWave99""}","{""id"": 125313279322375546800213523546874991310, ""id_str"": ""125313279322375546800213523546874991310"", ""created_at"": ""2024-11-22T14:51:11Z"", ""text"": ""\""Just spent the day at the museum and I'm still trying to figure out who painted the exact painting of the artist who painted that painting. Mind. Blown. #artmystery\"""", ""user"": {""id"": 70078524794788001252251027337721283789, ""id_str"": ""70078524794788001252251027337721283789"", ""name"": ""@BlastWave99"", ""screen_name"": ""@BlastWave99""}}",70078524794788001252251027337721283789,70078524794788001252251027337721283789,@BlastWave99,@BlastWave99
2023-03-22T14:30:00Z,80281857406320802862140714110709534511,80281857406320802862140714110709534511,"""Just watched a squirrel steal a birdseed from my backyard feeder and I'm impressed. Maybe I should start paying him an salary #squirrelsofinstagram #backyardadventures""",normal,"{""id"": 82407137601126252855813650814570808848, ""id_str"": ""82407137601126252855813650814570808848"", ""name"": ""@SparkleSpark22"", ""screen_name"": ""@SparkleSpark22""}","{""id"": 80281857406320802862140714110709534511, ""id_str"": ""80281857406320802862140714110709534511"", ""created_at"": ""2023-03-22T14:30:00Z"", ""text"": ""\""Just watched a squirrel steal a birdseed from my backyard feeder and I'm impressed. Maybe I should start paying him an salary #squirrelsofinstagram #backyardadventures\"""", ""user"": {""id"": 82407137601126252855813650814570808848, ""id_str"": ""82407137601126252855813650814570808848"", ""name"": ""@SparkleSpark22"", ""screen_name"": ""@SparkleSpark22""}}",82407137601126252855813650814570808848,82407137601126252855813650814570808848,@SparkleSpark22,@SparkleSpark22
2023-03-22T14:30:00Z,15470803876135223360804933731918206736,15470803876135223360804933731918206736,"""Rainy days are the perfect excuse to indulge in a good ol' fashioned movie marathon. Anyone else having a cinematic Sunday? #MovieNight #RainyDays""",normal,"{""id"": 158760905771477547154794862797322509500, ""id_str"": ""158760905771477547154794862797322509500"", ""name"": ""@LunaNova92"", ""screen_name"": ""@LunaNova92""}","{""id"": 15470803876135223360804933731918206736, ""id_str"": ""15470803876135223360804933731918206736"", ""created_at"": ""2024-02-23"", ""text"": ""\""Rainy days are the perfect excuse to indulge in a good ol' fashioned movie marathon. Anyone else having a cinematic Sunday? #MovieNight #RainyDays\"""", ""user"": {""id"": 158760905771477547154794862797322509500, ""id_str"": ""158760905771477547154794862797322509500"", ""name"": ""@LunaNova92"", ""screen_name"": ""@LunaNova92""}}",158760905771477547154794862797322509500,158760905771477547154794862797322509500,@LunaNova92,@LunaNova92
2024-03-22T14:51:32.123Z,203868785786102509744287120049118441421,203868785786102509744287120049118441421,"""Who else is obsessed with true crime podcasts? I just finished 'My Favorite Murder' and I'm already on 'Crime Junkie' What's your go-to true crime show? #truecrime #podcast""",normal,"{""id"": 101188059589388025626813568156327974068, ""id_str"": ""101188059589388025626813568156327974068"", ""name"": ""@LunaStarling"", ""screen_name"": ""@LunaStarling""}","{""id"": 203868785786102509744287120049118441421, ""id_str"": ""203868785786102509744287120049118441421"", ""created_at"": ""2024-03-22T14:51:32.123Z"", ""text"": ""\""Who else is obsessed with true crime podcasts? I just finished 'My Favorite Murder' and I'm already on 'Crime Junkie' What's your go-to true crime show? #truecrime #podcast\"""", ""user"": {""id"": 101188059589388025626813568156327974068, ""id_str"": ""101188059589388025626813568156327974068"", ""name"": ""@LunaStarling"", ""screen_name"": ""@LunaStarling""}}",101188059589388025626813568156327974068,101188059589388025626813568156327974068,@LunaStarling,@LunaStarling
2024-04-03T12:42:19Z,171906751808629311188969476774660265372,171906751808629311188969476774660265372,"""Just spent the day at the beach and I'm still not over the seagulls stealing my snacks Anyone else have a nemesis like these guys? #SeagullProblems #BeachLife""",normal,"{""id"": 169865905904625729090383810955782386083, ""id_str"": ""169865905904625729090383810955782386083"", ""name"": ""@LunaStarlight12"", ""screen_name"": ""@LunaStarlight12""}","{""id"": 171906751808629311188969476774660265372, ""id_str"": ""171906751808629311188969476774660265372"", ""created_at"": ""2024-04-03T12:42:19Z"", ""text"": ""\""Just spent the day at the beach and I'm still not over the seagulls stealing my snacks Anyone else have a nemesis like these guys? #SeagullProblems #BeachLife\"""", ""user"": {""id"": 169865905904625729090383810955782386083, ""id_str"": ""169865905904625729090383810955782386083"", ""name"": ""@LunaStarlight12"", ""screen_name"": ""@LunaStarlight12""}}",169865905904625729090383810955782386083,169865905904625729090383810955782386083,@LunaStarlight12,@LunaStarlight12
2023-03-22T14:30:13Z,297341171997764841309889304584529371779,297341171997764841309889304584529371779,"""I just realized my cat has been secretly training me to feed it treats by staring at me with those big, round eyes Anyone else's furry friends pulling the strings?"" #catsofTwitter #felineoverlords",normal,"{""id"": 270733600192907868432095737509414768, ""id_str"": ""270733600192907868432095737509414768"", ""name"": ""@LunaSpark99"", ""screen_name"": ""@LunaSpark99""}","{""id"": 297341171997764841309889304584529371779, ""id_str"": ""297341171997764841309889304584529371779"", ""created_at"": ""2024-08-09"", ""text"": ""\""I just realized my cat has been secretly training me to feed it treats by staring at me with those big, round eyes Anyone else's furry friends pulling the strings?\"" #catsofTwitter #felineoverlords"", ""user"": {""id"": 270733600192907868432095737509414768, ""id_str"": ""270733600192907868432095737509414768"", ""name"": ""@LunaSpark99"", ""screen_name"": ""@LunaSpark99""}}",270733600192907868432095737509414768,270733600192907868432095737509414768,@LunaSpark99,@LunaSpark99
2022-07-28T14:21:13Z,40954081980687851490326240746089947020,40954081980687851490326240746089947020,"""Who else is obsessed with the new coffee shop in town that serves the most divine matcha lattes? I've been going there every morning and it's literally the highlight of my day #coffeeaddict #matchalove""",normal,"{""id"": 155793698387472651322332408854792262433, ""id_str"": ""155793698387472651322332408854792262433"", ""name"": ""@LunaSkye88"", ""screen_name"": ""@LunaSkye88""}","{""id"": 40954081980687851490326240746089947020, ""id_str"": ""40954081980687851490326240746089947020"", ""created_at"": ""2022-07-28T14:21:13Z"", ""text"": ""\""Who else is obsessed with the new coffee shop in town that serves the most divine matcha lattes? I've been going there every morning and it's literally the highlight of my day #coffeeaddict #matchalove\"""", ""user"": {""id"": 155793698387472651322332408854792262433, ""id_str"": ""155793698387472651322332408854792262433"", ""name"": ""@LunaSkye88"", ""screen_name"": ""@LunaSkye88""}}",155793698387472651322332408854792262433,155793698387472651322332408854792262433,@LunaSkye88,@LunaSkye88
2024-12-15T14:30:00Z,230888955228104765599104475592460602680,230888955228104765599104475592460602680,"""Does anyone else love the sound of raindrops on the roof while they're working from home? It's like a free office ambiance upgrade #rainydays #workfromhome""",normal,"{""id"": 146533606548329199917758757620691281408, ""id_str"": ""146533606548329199917758757620691281408"", ""name"": ""@StarlightFusion"", ""screen_name"": ""@StarlightFusion""}","{""id"": 230888955228104765599104475592460602680, ""id_str"": ""230888955228104765599104475592460602680"", ""created_at"": ""2024-12-15T14:30:00Z"", ""text"": ""\""Does anyone else love the sound of raindrops on the roof while they're working from home? It's like a free office ambiance upgrade #rainydays #workfromhome\"""", ""user"": {""id"": 146533606548329199917758757620691281408, ""id_str"": ""146533606548329199917758757620691281408"", ""name"": ""@StarlightFusion"", ""screen_name"": ""@StarlightFusion""}}",146533606548329199917758757620691281408,146533606548329199917758757620691281408,@StarlightFusion,@StarlightFusion
2023-08-24T14:30:56Z,66529223166292930016842362515147524325,66529223166292930016842362515147524325,"""Did you know there's a species of jellyfish that's immortal? The Turritopsis dohrnii, also known as the 'immortal jellyfish,' can transform its body into a younger state through a process called transdifferentiation #jellyfish #immortal""",normal,"{""id"": 70611301318009254210659154294306860428, ""id_str"": ""70611301318009254210659154294306860428"", ""name"": ""@LlamaStarlight"", ""screen_name"": ""@LlamaStarlight""}","{""id"": 66529223166292930016842362515147524325, ""id_str"": ""66529223166292930016842362515147524325"", ""created_at"": ""2023-08-24T14:30:56Z"", ""text"": ""\""Did you know there's a species of jellyfish that's immortal? The Turritopsis dohrnii, also known as the 'immortal jellyfish,' can transform its body into a younger state through a process called transdifferentiation #jellyfish #immortal\"""", ""user"": {""id"": 70611301318009254210659154294306860428, ""id_str"": ""70611301318009254210659154294306860428"", ""name"": ""@LlamaStarlight"", ""screen_name"": ""@LlamaStarlight""}}",70611301318009254210659154294306860428,70611301318009254210659154294306860428,@LlamaStarlight,@LlamaStarlight
2024-03-15T12:41:20Z,145093306792868457930727961447865919624,145093306792868457930727961447865919624,"""Good morning to all the coffee lovers out there, I just can't believe it's almost that time of year again... THE COFFEE CHAOS IS COMING #coffeeaddict #coffeeobsessed""",normal,"{""id"": 85472573185461193692934433041232289962, ""id_str"": ""85472573185461193692934433041232289962"", ""name"": ""@starweaver90"", ""screen_name"": ""@starweaver90""}","{""id"": 145093306792868457930727961447865919624, ""id_str"": ""145093306792868457930727961447865919624"", ""created_at"": ""2024-03-15T12:41:20Z"", ""text"": ""\""Good morning to all the coffee lovers out there, I just can't believe it's almost that time of year again... THE COFFEE CHAOS IS COMING #coffeeaddict #coffeeobsessed\"""", ""user"": {""id"": 85472573185461193692934433041232289962, ""id_str"": ""85472573185461193692934433041232289962"", ""name"": ""@starweaver90"", ""screen_name"": ""@starweaver90""}}",85472573185461193692934433041232289962,85472573185461193692934433041232289962,@starweaver90,@starweaver90
